journal	created	deposited	published.print	doi	indexed	issn	issue	issued	member	page	prefix	publisher	score	source	reference.count	references.count	is.referenced.by.count	subject	title	type	url	volume	abstract	short.container.title	published.online	language	update.policy	subtitle	archive_	na.	archive	author.names	published_on	citations	is_oa	CiteScore	SJR	WebQualis
European Journal of Physiotherapy	2019-06-25	2021-05-08	2021-01-02	10.1080/21679169.2019.1628299	2022-04-05	2167-9169,2167-9177	1	2019-06-24	301	19-26	10.1080	Informa UK Limited	1	Crossref	35	35	1	Physical Therapy, Sports Therapy and Rehabilitation	Measurement of patient satisfaction with physical therapy care: revisiting the semantic and dimensional structure equivalence of MedRisk instrument in the Brazilian context	journal-article	http://dx.doi.org/10.1080/21679169.2019.1628299	23	NA	European Journal of Physiotherapy	2019-06-24	en	http://dx.doi.org/10.1080/tandf_crossmark_01	NA	NA	NA	NA	Renato Santos de Almeida, Michael Eduardo Reichenheim, Christopher Peterson, Mônica Martins	2019	1	FALSE	2.0	0,349	B1
Jornal Brasileiro de Pneumologia	2019-10-17	2020-02-11	NA	10.1590/1806-3713/e20180311	2023-05-10	1806-3756,1806-3713	5	2019	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	29	29	6	Pulmonary and Respiratory Medicine	Mecânica respiratória de pacientes com obesidade mórbida	journal-article	http://dx.doi.org/10.1590/1806-3713/e20180311	45	<jats:p>RESUMO  Objetivo avaliar os diferentes componentes da resistência do sistema respiratório e a força muscular respiratória, bem como investigar a ocorrência de limitação de fluxo expiratório (LFE) de pacientes obesos mórbidos (OM) na posição sentada.  Métodos a amostra foi composta de OM (IMC ≥ 40 kg/m2) e de indivíduos não obesos (NO) com IMC entre 18 e 30 kg/m2. O protocolo foi composto de: avaliação antropométrica e da função respiratória (espirometria, pressões inspiratória (PIM) e expiratória máximas (PEM) e oscilometria de impulso). Na comparação entre os grupos, foi utilizado o teste T para amostras não pareadas. As correlações foram avaliadas pelo teste de Pearson, e o nível de significância foi de 5%.  Resultados Foram avaliados 50 OM (idade 40,0 ± 10,4 anos, 1,64 ± 0,09 m, 138,8 ± 33,6 kg e 50,7 ± 8,9 kg/m2), além de 30 NO (idade 37,6 ± 11,5 anos, 1,67 ± 0,09 m, 65,2 ± 10,3 kg e 23,2 ± 22 kg/m2). Os OM apresentaram maiores valores de resistência total, central, de vias aéreas, tecidual e periférica quando comparados aos NO. Nenhum paciente apresentou LFE. A circunferência abdominal se associou com variáveis espirométricas PIM e PEM. A relação cintura-quadril se correlacionou com variáveis de mecânica respiratória, além das espirométricas PIM e PEM.  Conclusões pacientes com obesidade mórbida e sem padrão espirométrico obstrutivo apresentam aumento nas resistências total, de vias aéreas, periférica e tecidual do sistema respiratório quando comparados a não obesos. Esses indivíduos, entretanto, não apresentam limitação de fluxo expiratório e redução da força muscular respiratória.</jats:p>	J. bras. pneumol.	2019	NA	NA	NA	NA	NA	NA	Mauricio de Sant’Anna Jr, Renata Ferreira Carvalhal, Fernando da Franca Bastos de Oliveira, Walter Araújo Zin, Agnaldo José Lopes, Jocemir Ronaldo Lugon, Fernando Silva Guimarães	2019	6	TRUE	3.0	0,409	B1
Jornal Brasileiro de Pneumologia	2019-10-17	2020-02-11	NA	10.1590/1806-3713/e20180311	2023-05-10	1806-3756,1806-3713	5	2019	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	29	29	6	Pulmonary and Respiratory Medicine	Mecânica respiratória de pacientes com obesidade mórbida	journal-article	http://dx.doi.org/10.1590/1806-3713/e20180311	45	<jats:p>RESUMO  Objetivo avaliar os diferentes componentes da resistência do sistema respiratório e a força muscular respiratória, bem como investigar a ocorrência de limitação de fluxo expiratório (LFE) de pacientes obesos mórbidos (OM) na posição sentada.  Métodos a amostra foi composta de OM (IMC ≥ 40 kg/m2) e de indivíduos não obesos (NO) com IMC entre 18 e 30 kg/m2. O protocolo foi composto de: avaliação antropométrica e da função respiratória (espirometria, pressões inspiratória (PIM) e expiratória máximas (PEM) e oscilometria de impulso). Na comparação entre os grupos, foi utilizado o teste T para amostras não pareadas. As correlações foram avaliadas pelo teste de Pearson, e o nível de significância foi de 5%.  Resultados Foram avaliados 50 OM (idade 40,0 ± 10,4 anos, 1,64 ± 0,09 m, 138,8 ± 33,6 kg e 50,7 ± 8,9 kg/m2), além de 30 NO (idade 37,6 ± 11,5 anos, 1,67 ± 0,09 m, 65,2 ± 10,3 kg e 23,2 ± 22 kg/m2). Os OM apresentaram maiores valores de resistência total, central, de vias aéreas, tecidual e periférica quando comparados aos NO. Nenhum paciente apresentou LFE. A circunferência abdominal se associou com variáveis espirométricas PIM e PEM. A relação cintura-quadril se correlacionou com variáveis de mecânica respiratória, além das espirométricas PIM e PEM.  Conclusões pacientes com obesidade mórbida e sem padrão espirométrico obstrutivo apresentam aumento nas resistências total, de vias aéreas, periférica e tecidual do sistema respiratório quando comparados a não obesos. Esses indivíduos, entretanto, não apresentam limitação de fluxo expiratório e redução da força muscular respiratória.</jats:p>	J. bras. pneumol.	2019	NA	NA	NA	NA	NA	NA	Mauricio de Sant’Anna Jr, Renata Ferreira Carvalhal, Fernando da Franca Bastos de Oliveira, Walter Araújo Zin, Agnaldo José Lopes, Jocemir Ronaldo Lugon, Fernando Silva Guimarães	2019	6	TRUE	3.0	0,409	B1
Clinical Practice &amp; Epidemiology in Mental Health	2016-03-15	2019-04-04	2016-03-15	10.2174/1745017901612010009	2023-03-02	1745-0179	1	2016-03-15	965	9-13	10.2174	Bentham Science Publishers Ltd.	1	Crossref	37	37	6	Psychiatry and Mental health,Epidemiology	Mental Practice Combined with Motor Rehabilitation to Treat Upper Limb Hemiparesis of Post-Stroke Patients: Clinical and Experimental Evidence	journal-article	http://dx.doi.org/10.2174/1745017901612010009	12	<jats:p>Stroke is one of the major causes of disability in the world. Due to the extended lifetime of the world's population, the number of people affected by stroke has increased substantially over the last years. Stroke may lead to sensorimotor deficits, usually causing hemiplegia or hemiparesia. In order to reduce motor deficits and accelerate functional recovery, MP combined with motor rehabilitation was introduced to the rehabilitation process of post-stroke patients. Evidence has shown that MP combining with motor rehabilitation based on activities of daily living was more effective than conventional motor rehabilitation used per se. This combination proved very useful and effective, with significant results in improvement of motor deficits in post-stroke patients. However, further studies must be conducted to determine specific parameters, such as type of imagery, frequency or duration. </jats:p>	CPEMH	NA	en	http://dx.doi.org/10.2174/crossmark_policy	NA	NA	NA	NA	Sergio Machado, Eduardo Lattari, Flávia Paes, Nuno B.F. Rocha, Antonio E. Nardi, Oscar Arias-Carrión, Gioia Mura, Ti-Fei Yuan, Mauro G. Carta, Carlos Campos	2016	6	TRUE	5.1	0,906	A4
Fisioterapia e Pesquisa	2012-04-14	2017-05-27	2009-12	10.1590/s1809-29502009000400014	2023-04-15	1809-2950	4	2009-12	530	363-367	10.1590	FapUNIFESP (SciELO)	1	Crossref	25	25	1	General Medicine	Mobilização do osso pisiforme no tratamento da neuropraxia do nervo ulnar no canal de Guyon: relato de caso	journal-article	http://dx.doi.org/10.1590/s1809-29502009000400014	16	<jats:p>As neuropraxias do nervo ulnar são lesões bastante freqüentes que provocam efeitos deletérios, como diminuição de força muscular e parestesias; geralmente ocorrem no nível do epicôndilo medial e do túnel ulnar (canal de Guyon). São escassos os relatos referentes a técnicas de terapia manual para compressões do nervo ulnar no canal de Guyon. Este trabalho relata o uso da técnica de mobilização do pisiforme na compressão do nervo ulnar no canal de Guyon de um homem que sofreu luxação do punho direito aos 8 anos e, aos 25, queixava-se de um deficit para adução do dedo mínimo, que atrapalhava a realização de algumas atividades de vida diária. O paciente foi submetido a uma única sessão de mobilização articular do pisiforme. Após a aplicação da técnica, o sinal positivo do teste foi eliminado, restabelecendo-se a função de adução do 5o dedo. Embora carecendo de maior fundamentação teórica, pode-se afirmar que a técnica usada, de mobilização articular do osso pisiforme, é eficaz para melhora do quadro de paresia por neuropraxia do nervo ulnar no canal de Guyon.</jats:p>	Fisioter. Pesqui.	NA	NA	NA	NA	NA	NA	NA	Júlio Guilherme Silva, Reny de Souza Antonioli, Marco Orsini, Marcos Antônio Júlio dos Santos Júnior, Arthur de Sá Ferreira	2009	1	TRUE	NA	NA	B1
Experimental Brain Research	2010-11-02	2019-06-06	2011-01	10.1007/s00221-010-2448-3	2023-05-01	0014-4819,1432-1106	1	2010-11-03	297	11-19	10.1007	Springer Science and Business Media LLC	1	Crossref	60	60	31	General Neuroscience	Modulation of the response to a somatosensory stimulation of the hand during the observation of manual actions	journal-article	http://dx.doi.org/10.1007/s00221-010-2448-3	208	NA	Exp Brain Res	2010-11-03	en	NA	NA	NA	NA	NA	Julien I. A. Voisin, Erika C. Rodrigues, Sébastien Hétu, Philip L. Jackson, Claudia D. Vargas, Francine Malouin, C. Elaine Chapman, Catherine Mercier	2010	31	TRUE	3.5	0,662	B1
International Journal of Therapy and Rehabilitation	2019-05-16	2022-05-24	2019-04-02	10.12968/ijtr.2017.0170	2022-05-24	1759-779X	4	2019-04-02	5130	1-12	10.12968	Mark Allen Group	1	Crossref	37	37	1	Rehabilitation,Physical Therapy, Sports Therapy and Rehabilitation	Motor recovery after bilateral brachial plexus injury using motor irradiation: a case report	journal-article	http://dx.doi.org/10.12968/ijtr.2017.0170	26	<jats:sec><jats:title>Background/Aims</jats:title><jats:p> Brachial plexus injuries impair functionality, interfere with the performance of activities and affect participation in social events, thus decreasing an individual's quality of life. In cases where there is a total loss of muscular strength, complete rehabilitation is challenging. Motor irradiation is a basic proprioceptive neuromuscular facilitation procedure that is used to activate weak muscles. It is a promising procedure for rehabilitation following brachial plexus injuries, mainly in those with total loss of muscle strength. </jats:p></jats:sec><jats:sec><jats:title>Methods</jats:title><jats:p> The patient in this case study had suffered bilateral brachial plexus injuries as a result of mechanical restraint during a psychiatric episode. He presented with decreased muscle strength in the proximal segments of the upper limbs, no movement of the wrists and fingers, tactile hypoesthesia and no pain sensation. Motor irradiation was the main intervention used to improve motor function. </jats:p></jats:sec><jats:sec><jats:title>Findings</jats:title><jats:p> At the end of treatment, complete and partial recovery of muscle strength was observed in the proximal and distal segments, respectively. </jats:p></jats:sec><jats:sec><jats:title>Conclusions</jats:title><jats:p> The efficacy of motor irradiation in improving muscle strength following brachial plexus injuries should be investigated in future clinical trials. </jats:p></jats:sec>	International Journal of Therapy and Rehabilitation	NA	en	NA	NA	NA	NA	NA	Laura Alice Santos de Oliveira, Carla Andressa Pedron, Fernanda Guimarães de Andrade, Carlos Henrique Ramos Horsczaruk, José Vicente Pereira Martins	2019	2	FALSE	0.6	0,15	B1
Acta Ortopédica Brasileira	2014-03-31	2019-08-09	2014	10.1590/s1413-78522014000100010	2023-01-31	1413-7852	1	2014	530	54-58	10.1590	FapUNIFESP (SciELO)	1	Crossref	23	23	10	Rehabilitation,Physical Therapy, Sports Therapy and Rehabilitation,Orthopedics and Sports Medicine	Muscle performance, body fat, pain and function in the elderly with arthritis	journal-article	http://dx.doi.org/10.1590/s1413-78522014000100010	22	NA	Acta ortop. bras.	NA	NA	NA	NA	NA	NA	NA	Wagner Teixeira dos Santos, Erika de Carvalho Rodrigues, Míriam Raquel Meira Mainenti	2014	10	TRUE	1.0	0,286	B1
Revista Neurociências	2013-04-16	2020-02-28	NA	10.4181/rnc.2013.21.810.7p	2022-04-01	0104-3579,1984-4905	NA	2013-04-16	19929	148-154	10.34024	Universidade Federal de Sao Paulo	1	Crossref	0	0	0	Neurology (clinical),Neurology	Neurociências no Brasil: Vocação do Pesquisador ou Sobrevivência Acadêmica?	journal-article	http://dx.doi.org/10.4181/rnc.2013.21.810.7p	21	NA	RNC	2013-04-16	NA	NA	NA	NA	NA	NA	Marco Orsini, Carlos Reis, Marco Leite, Júlio Silva, Osvaldo Nascimento, Clynton Corrêa, Luciane Carvalho, Marcos Freitas, Jano Souza, Acary Oliveira, Giseli Quintanilha, Sara Menezes, João Pereira	2013	0	TRUE	NA	NA	B2
Sport Sciences for Health	2021-05-03	2021-11-25	2021-12	10.1007/s11332-021-00769-0	2022-03-31	1824-7490,1825-1234	4	2021-05-03	297	1017-1024	10.1007	Springer Science and Business Media LLC	1	Crossref	35	35	0	Orthopedics and Sports Medicine	Neuromuscular and functional responses in professional soccer players during pre-season: implications for injury prevention	journal-article	http://dx.doi.org/10.1007/s11332-021-00769-0	17	NA	Sport Sci Health	2021-05-03	en	http://dx.doi.org/10.1007/springer_crossmark_policy	NA	NA	NA	NA	Alex Souto Maior, Rafael Teixeira Lopes	2021	0	FALSE	2.3	0,398	B1
Fisioterapia em Movimento	2021-12-15	2021-12-15	NA	10.1590/fm.2021.34123	2022-04-05	1980-5918	NA	2021	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	30	30	0	Rehabilitation,Orthopedics and Sports Medicine,Physical Therapy, Sports Therapy and Rehabilitation,Complementary and Manual Therapy	Non-ataxia signs in Brazilian individuals with spinocerebellar ataxia type 3	journal-article	http://dx.doi.org/10.1590/fm.2021.34123	34	<jats:p>Abstract  Introduction: Spinocerebellar ataxia 3 (SCA3) is a hereditary disease associated with progressive cerebellar and extracerebellar degeneration. Although there is no effective therapy for SCA3, some of its symptoms can be relieved with symptomatic treatment. Identifying the presence of this signs in patients may contribute to their clinical management and thus improve their quality of life.  Objective: To identify the presence and frequency of non-ataxia signs in a sample of Brazilian individuals with SCA3 and to investigate its association with severity and duration of the disease.  Methods: This is a cross-sectional study. The inclusion criteria of this study were participants should be diagnosed with SCA3 and be between 18 and 70 years old. The exclusion criteria were participants with a score of less than 18 points on the Mini Mental State Examination (MMSE) and those with other neurological or orthopedic problems. Twenty-three participants were evaluated by the Inventory of Non-ataxia Signs (INAS) and the Scale for the Assessment and Rating of Ataxia (SARA).  Results:  The median score found for INAS was [median (min-max)] 3 (0-6) points and 10 (2-23) for SARA. Only one participant did not show non-ataxic signs. The most prevalent non-ataxic manifestations were areflexia, urinary dysfunction, hyperreflexia and spasticity. Spearman correlation test indicated a moderate and significant correlation between INAS and SARA scores (rho = 0.428, 95% CI = 0.39-0.704, p = 0.033). There was no association between INAS scores and the disease duration (rho = 0.003, 95% CI = -0.398-0.704, p = 0.393).  Conclusion:  Areflexia, urinary dysfunction, hyperreflexia and spasticity were the most prevalent non-ataxic signs. We identified a moderate correlation between the presence of non-ataxic signs and disease severity. This findings can help the professionals dealing with these patients.</jats:p>	Fisioter. mov.	2021	NA	NA	NA	NA	NA	NA	Camilla Polonini Martins, Mariana da Silva Salvino Klem Galvez, Yuri Rodrigues Luz de Araujo, Leda Maria Neumann Keim, Fernanda Baseggio Lopes Figueiredo, Laura Alice Santos de Oliveira	2021	0	TRUE	0.3	0,131	B1
