title	DOI	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis	created	deposited	published.print	doi	indexed	issue	issued	member	page	prefix	publisher	score	source	reference.count	references.count	is.referenced.by.count	type	volume	short.container.title	published.online	language	update.policy	subtitle	archive_	na.	isbn
202 Variables associated with knee valgus in male soccer players during a single leg vertical landing task	NA	http://dx.doi.org/10.1136/bjsports-2021-ioc.187	NA	Poster Presentations	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gustavo Leporace, Matheus Vianna, Leonardo Metsavaht, Marcio Tannure, Alex Souto Maior	NA	0	NA	NA	NA	2021-11-24	2024-05-14	2021-11	10.1136/bjsports-2021-ioc.187	2024-05-14	NA	2021-11	239	NA	10.1136	BMJ Publishing Group Ltd and British Association of Sport and Exercise Medicine	1	Crossref	0	0	0	proceedings-article	NA	NA	2021-11-23	NA	http://dx.doi.org/10.1136/crossmarkpolicy	NA	NA	NA	NA
6-MINUTE WALK TEST EVALUATION WITH CARDIAC AUTONOMIC CONTROL IN WOMEN WITH SYSTEMIC SCLEROSIS	NA	http://dx.doi.org/10.1016/j.bjpt.2024.100944	NA	Brazilian Journal of Physical Therapy	NA	NA	NA	2024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nathália Alves de Oliveira Saraiva, Iasmim de Oliveira Farias, Brenda Mesquita dos Santos, Agnaldo José Lopes	1413-3555	0	6.4	1.008	A2	2024-03-21	2024-03-23	2024-04	10.1016/j.bjpt.2024.100944	2024-03-24	NA	2024-04	78	100944	10.1016	Elsevier BV	1	Crossref	0	0	0	journal-article	28	Brazilian Journal of Physical Therapy	NA	en	http://dx.doi.org/10.1016/elsevier_cm_policy	NA	NA	NA	NA
A COVID-19 E O DISTANCIAMENTO SOCIAL: quando a onda da internet substituiu a onda do mar para a prática de exercícios físicos	NA	http://dx.doi.org/10.15202/1981896.2020v25n51p357	NA	Revista Augustus	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Patrícia Dos Santos Vigário, Roberto Miranda Ramos Costa	1981-1896	0	NA	NA	NA	2020-06-10	2020-06-10	NA	10.15202/1981896.2020v25n51p357	2023-12-04	51	2020-06-03	7456	357-369	10.15202	Sociedade Unificada de Ensino Augusto Motta -UNISUAM	1	Crossref	0	0	2	journal-article	25	revistaaugustus	2020-06-03	NA	NA	NA	NA	NA	NA
A influência da Fisioterapia na redução da intensidade da dor e no efeito global percebido de pacientes com dores musculoesqueléticas	NA	http://dx.doi.org/10.33233/fb.v20i2.2226	NA	Fisioterapia Brasil	NA	NA	NA	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aline Oliveira Chaves, Renato Santos Almeida, Leticia Amaral Corrêa, Felipe José Jandre Dos Reis, Ney Armando Mello Meziat-Filho, Leandro Alberto Calazans Nogueira	2526-9747,1518-9740	0	NA	NA	B2	2019-04-30	2024-04-02	NA	10.33233/fb.v20i2.2226	2024-04-03	2	2019-05-01	49417	147-155	10.62827	Atlântica Editora	1	Crossref	0	0	0	journal-article	20	Fisioter Bras	2019-05-01	NA	NA	NA	NA	NA	NA
Abordagem fisioterapêutica da ataxia espinocerebelar: uma revisão sistemática	NA	http://dx.doi.org/10.1590/s1809-29502013000300015	NA	Fisioterapia e Pesquisa	NA	NA	NA	2013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Camilla Polonini Martins, Erika de Carvalho Rodrigues, Laura Alice Santos de Oliveira	1809-2950	0	NA	NA	B1	2013-11-02	2019-07-31	2013-09	10.1590/s1809-29502013000300015	2024-05-20	3	2013-09	530	293-298	10.1590	FapUNIFESP (SciELO)	1	Crossref	26	26	6	journal-article	20	Fisioter. Pesqui.	NA	NA	NA	NA	NA	NA	NA
Absolute and relative peak power during pneumatic squat exercise using different percentages of loads in elite soccer players	NA	http://dx.doi.org/10.5114/hm.2020.91347	NA	Human Movement	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alex Souto Maior	1899-1955	0	0.8	0.435	B1	2020-02-26	2024-03-22	NA	10.5114/hm.2020.91347	2024-03-22	3	2020-02-19	3061	64-70	10.5114	Termedia Sp. z.o.o.	1	Crossref	0	0	1	journal-article	21	Hum Mov.	2020-02-19	NA	NA	NA	NA	NA	NA
Acute effect of different duration times of application of myofascial release on quadriceps femoris strength: A randomized clinical trial	NA	http://dx.doi.org/10.1016/j.jbmt.2021.02.026	NA	Journal of Bodywork and Movement Therapies	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tamires Cristina Campos de Almeida, Vanessa Paes, Maurício Soares, Guilherme de Freitas Fonseca, Maicom Lima, Júlio Guilherme Silva	1360-8592	0	2.5	0.48	A2	2021-03-07	2023-03-29	2021-07	10.1016/j.jbmt.2021.02.026	2023-03-29	NA	2021-07	78	233-238	10.1016	Elsevier BV	1	Crossref	32	32	0	journal-article	27	Journal of Bodywork and Movement Therapies	NA	en	http://dx.doi.org/10.1016/elsevier_cm_policy	NA	NA	NA	NA
Acute effect of Kinesio Taping on knee pain and stability. Case report	NA	http://dx.doi.org/10.5935/1806-0013.20170018	NA	Revista Dor	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alexsandro da Silva Oliveira, Débora Pedroza Guedes da Silva, Júlio Guilherme Silva	1806-0013	0	NA	NA	A3	2017-03-13	2017-03-13	2017	10.5935/1806-0013.20170018	2022-04-03	1	2017	3948	NA	10.5935	GN1 Sistemas e Publicacoes Ltd.	1	Crossref	0	0	0	journal-article	18	NA	NA	en	NA	NA	NA	NA	NA
Acute Hypotensive Response to Continuous and Accumulated Isocaloric Aerobic Bouts	NA	http://dx.doi.org/10.1055/s-0042-104197	NA	International Journal of Sports Medicine	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	F. Cunha, A. Midgley, L. Pescatello, P. Soares, P. Farinatti	0172-4622,1439-3964	0	5.4	0.73	A2	2016-08-23	2017-05-22	NA	10.1055/s-0042-104197	2024-04-04	11	2016-08-23	194	855-862	10.1055	Georg Thieme Verlag KG	1	Crossref	0	0	15	journal-article	37	Int J Sports Med	2016-08-23	en	NA	NA	NA	NA	NA
ACUTE RESPONSES OF RATE PRESSURE PRODUCT IN SETS OF RESISTANCE EXERCISE	NA	http://dx.doi.org/10.5604/17342260.1094790	NA	Medicina Sportiva	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alex Souto Maior, Pedro L. Katayama, Gustavo R. Mota, André A. Lauria, Octávio Barbosa Neto, Daniel G. S. Freitas, Moacir Marocolo	1734-2260	0	NA	NA	NA	2014-03-21	2017-06-14	2014-03-20	10.5604/17342260.1094790	2023-02-11	1	2014-03-20	3689	36-41	10.5604	Index Copernicus	1	Crossref	0	0	3	journal-article	18	Med Sport	NA	NA	NA	NA	NA	NA	NA
Airflow pattern complexity during resting breathing in patients with COPD: Effect of airway obstruction	NA	http://dx.doi.org/10.1016/j.resp.2013.12.004	NA	Respiratory Physiology &amp; Neurobiology	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Karla Kristine Dames, Agnaldo José Lopes, Pedro Lopes de Melo	1569-9048	0	4.7	0.574	A4	2013-12-12	2022-03-19	2014-02	10.1016/j.resp.2013.12.004	2024-06-19	NA	2014-02	78	39-47	10.1016	Elsevier BV	1	Crossref	59	59	27	journal-article	192	Respiratory Physiology &amp; Neurobiology	NA	en	http://dx.doi.org/10.1016/elsevier_cm_policy	NA	NA	NA	NA
An assessment of isometric muscle strength and the hamstring: Quadriceps ratio among males trained with free weights vs. machines	NA	http://dx.doi.org/10.29359/bjhpa.14.2.06	NA	Baltic Journal of Health and Physical Activity	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Geferson Honorato Da Silva, Alex Souto Maior	2080-9999	0	1.2	0.246	NA	2022-07-07	2022-07-07	NA	10.29359/bjhpa.14.2.06	2022-07-08	2	2022-06-30	11905	Article6	10.29359	Gdansk University of Physical Education and Sport	1	Crossref	0	0	0	journal-article	14	BJHPA	2022-06-30	NA	NA	NA	NA	NA	NA
Anais do 21º Simpósio Internacional de Atividades Físicas do Rio de Janeiro (SIAFIS-2023)	NA	http://dx.doi.org/10.37310/ref.v92i1.2932	NA	Revista de Educação Física / Journal of Physical Education	NA	NA	NA	2023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	REF JPE CCFEx	2447-8946,0102-8464	0	NA	NA	B3	2023-10-18	2023-10-18	NA	10.37310/ref.v92i1.2932	2023-10-19	1	2023-10-11	23595	NA	10.37310	Centro de Capacitacao Fisica do Exercito	1	Crossref	0	0	0	journal-article	92	Rev Ed Física / J Phys Ed	2023-10-11	NA	NA	NA	NA	NA	NA
Anais do I Congresso Internacional Online de Fisioterapia Músculoesquelética	NA	http://dx.doi.org/10.20873/abef.2595-0096.v4n1pg0140100	NA	Arquivos Brasileiros de Educação Física	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 	NA	0	NA	NA	B4	2021-10-21	2021-11-18	NA	10.20873/abef.2595-0096.v4n1pg0140100	2022-04-01	1	2021	8462	NA	10.20873	Universidade Federal do Tocantins	1	Crossref	0	0	0	journal-article	4	Arq. Bras. Ed. Fís.	2021	NA	NA	NA	NA	NA	NA
Análise cinemática dos membros superiores em atletas de Rugby em cadeira de rodas:	NA	http://dx.doi.org/10.11606/1807-5509202000020283	NA	Revista Brasileira de Educação Física e Esporte	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alexsandro da Silva Oliveira, Diego Ramirez, Luiz Alberto Batista, Patrícia dos Santos Vigário, Julio Guilherme Silva	1981-4690,1807-5509	0	NA	NA	B2	2021-06-05	2021-06-05	NA	10.11606/1807-5509202000020283	2022-04-02	2	2020-06-21	4873	283-293	10.11606	Universidade de Sao Paulo, Agencia USP de Gestao da Informacao Academica (AGUIA)	1	Crossref	0	0	0	journal-article	34	Rev Bras Educ Fís Esporte	2020-06-21	NA	NA	estudo observacional	NA	NA	NA
Analysis of the user satisfaction level in a public physical therapy service	NA	http://dx.doi.org/10.1590/s1413-35552013005000097	NA	Brazilian Journal of Physical Therapy	NA	NA	NA	2013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Renato S. Almeida, Leandro A. C. Nogueira, Stéphane Bourliataux-Lajoine	1413-3555	0	6.4	1.008	A2	2014-04-01	2016-12-15	NA	10.1590/s1413-35552013005000097	2022-04-05	4	2013-08-01	530	328-335	10.1590	FapUNIFESP (SciELO)	1	Crossref	0	0	5	journal-article	17	Braz. J. Phys. Ther.	2013-08-01	en	NA	NA	NA	NA	NA
Applicability of the Kinect Sensor in the Rehabilitation of Balance Control in the Elderly: A Pilot Study	NA	http://dx.doi.org/10.5812/asjsm.82017	NA	Asian Journal of Sports Medicine	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hebert Olímpio Junior, Danielle Romanazzi Lopes, Juan Fernandes de Castro, Plínio dos Santos Ramos, André Gustavo Fernandes de Oliveira, Agnaldo José Lopes	2008-000X,2008-7209	0	1.0	0.194	B1	2018-11-28	2023-09-25	NA	10.5812/asjsm.82017	2023-09-25	4	2018-11-28	3819	NA	10.5812	Briefland	1	Crossref	53	53	1	journal-article	9	Asian J Sports Med	2018-11-28	NA	http://dx.doi.org/10.5812/crossmark_update_policy	NA	NA	NA	NA
Aptidão cardiorrespiratória durante o teste cardiopulmonar de esforço de indivíduos com amputação unilateral de membro inferior	NA	http://dx.doi.org/10.33233/rbfex.v20i5.4824	NA	Revista Brasileira de Fisiologia do exerc&amp;iacute cio	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Roberto Miranda Ramos Costa, Patrícia Marques Aroso Lisboa de Castro, Mauro Augusto dos Santos, Míriam Raquel Meira Mainenti, Agnaldo José Lopes, Patrícia dos Santos Vigário	2675-1372,1677-8510	0	NA	NA	B2	2021-11-30	2022-12-05	NA	10.33233/rbfex.v20i5.4824	2022-12-06	5	2021-12-07	18483	542-551	10.33233	Convergences Editorial	1	Crossref	0	0	0	journal-article	20	Rev Bras Fisiol Exerc	2021-12-07	NA	NA	NA	NA	NA	NA
ARE CRANIOCERVICAL FLEXION TEST AND THE PECTORALIS MINOR INDEX USEFUL TESTS FOR PATIENTS WITH SUBACROMIAL PAIN SYNDROME?	NA	http://dx.doi.org/10.31501/rbcm.v30i1.12858	NA	Revista Brasileira de Ciência e Movimento	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bruno Senos Queiroz Gomes, Leticia Amaral Corrêa, Juliana Valentim Bittencourt, Ney Armando Meziat-Filho, Julio Guilherme Silva, Leandro Alberto Calazans Nogueira	0103-1716	0	NA	NA	B2	2023-03-24	2023-03-24	NA	10.31501/rbcm.v30i1.12858	2023-03-25	1	2022-04-18	16587	NA	10.31501	Universidade Catolica de Brasilia	1	Crossref	0	0	0	journal-article	30	R. Bras. Ci. e Mov.	2022-04-18	NA	NA	NA	NA	NA	NA
ASSESSMENT OF THE LONG-TERM PHYSICAL CAPACITY OF COVID-19 SURVIVORS	NA	http://dx.doi.org/10.1016/j.bjpt.2024.100789	NA	Brazilian Journal of Physical Therapy	NA	NA	NA	2024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Jéssica Gabriela Messias Oliveira, Rayanne Costa de Sales, Renan Pereira Campos, Beatriz Luiza Pinheiro Alves Azevedo, Thiago Thomaz Mafort, Agnaldo José Lopes	1413-3555	0	6.4	1.008	A2	2024-03-21	2024-03-23	2024-04	10.1016/j.bjpt.2024.100789	2024-03-24	NA	2024-04	78	100789	10.1016	Elsevier BV	1	Crossref	0	0	0	journal-article	28	Brazilian Journal of Physical Therapy	NA	en	http://dx.doi.org/10.1016/elsevier_cm_policy	NA	NA	NA	NA
Associação entre a mecânica respiratória e função autonómica na obesidade mórbida	NA	http://dx.doi.org/10.1016/j.rppneu.2013.06.009	NA	Revista Portuguesa de Pneumologia	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Sant’ Anna Junior, R.F. Carvalhal, J.R.I. Carneiro, M.S. Lapa, W.A. Zin, J.R. Lugon, F.S. Guimarães	0873-2159	0	NA	NA	B2	2013-12-04	2019-08-04	2014-01	10.1016/j.rppneu.2013.06.009	2022-04-02	1	2014-01	78	31-35	10.1016	Elsevier BV	1	Crossref	12	12	1	journal-article	20	Revista Portuguesa de Pneumologia	NA	pt	http://dx.doi.org/10.1016/elsevier_cm_policy	NA	NA	NA	NA
Association Between Hemodynamic Profile, Physical Capacity and Quality of Life in Pulmonary Hypertension	NA	http://dx.doi.org/10.5935/abc.20150012	NA	Arquivos Brasileiros de Cardiologia	NA	NA	NA	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Diego de Faria Magalhães Torres, Walter Araujo Zin, Agnaldo José Lopes, Patrícia dos Santos Vigário, Marcelo Iorio Garcia, Daniel Waetge, Marcelo Luiz da Silva Bandeira, Luiz Gustavo Pignataro Bessa, Fernando Silva Guimarães	0066-782X	0	3.4	0.363	B2	2015-01-29	2021-03-05	2015	10.5935/abc.20150012	2022-03-29	NA	2015	22636	NA	10.36660	Sociedade Brasileira de Cardiologia	1	Crossref	0	0	1	journal-article	NA	NA	NA	en	NA	NA	NA	NA	NA
Association Between Hemodynamic Profile, Physical Capacity and Quality of Life in Pulmonary Hypertension	NA	http://dx.doi.org/10.5935/abc.20150012	NA	Arquivos Brasileiros de Cardiologia	NA	NA	NA	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Diego de Faria Magalhães Torres, Walter Araujo Zin, Agnaldo José Lopes, Patrícia dos Santos Vigário, Marcelo Iorio Garcia, Daniel Waetge, Marcelo Luiz da Silva Bandeira, Luiz Gustavo Pignataro Bessa, Fernando Silva Guimarães	0066-782X	0	3.4	0.363	B2	2015-01-29	2021-03-05	2015	10.5935/abc.20150012	2022-03-29	NA	2015	22636	NA	10.36660	Sociedade Brasileira de Cardiologia	1	Crossref	0	0	1	journal-article	NA	NA	NA	en	NA	NA	NA	NA	NA
Association between ventilatory efficiency, oxygen uptake, and Glittre-ADL test results in patients with chronic heart failure: a preliminary study	NA	http://dx.doi.org/10.1186/s13104-021-05479-x	NA	BMC Research Notes	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hebert Olímpio Júnior, Agnaldo José Lopes, Fernando Silva Guimarães, Sergio Luiz Soares Marcos da Cunha Chermont, Sara Lúcia Silveira de Menezes	1756-0500	0	4.2	0.486	B1	2021-02-17	2021-02-17	2021-12	10.1186/s13104-021-05479-x	2022-04-01	1	2021-02-16	297	NA	10.1186	Springer Science and Business Media LLC	1	Crossref	17	17	0	journal-article	14	BMC Res Notes	2021-02-16	en	http://dx.doi.org/10.1007/springer_crossmark_policy	NA	NA	NA	NA
Avaliação da distribuição do peso corporal em hemiparéticos: medidas posturográficas versus o instrumento Avaliação da Simetria e Transferência de Peso	NA	http://dx.doi.org/10.1590/1809-2950/19013727022020	NA	Fisioterapia e Pesquisa	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Camilla Polonini Martins, Thiago Moreira Xarles, Thiago Lemos, Laura Alice Santos de Oliveira	2316-9117,1809-2950	0	NA	NA	B1	2020-08-01	2021-01-23	NA	10.1590/1809-2950/19013727022020	2022-03-31	2	2020-06	530	168-173	10.1590	FapUNIFESP (SciELO)	1	Crossref	30	30	0	journal-article	27	Fisioter. Pesqui.	2020-06	NA	NA	NA	NA	NA	NA
Avaliação e Prescrição de Exercícios no Envelhecimento	NA	http://dx.doi.org/10.47879/ed.ep.2023687	NA	NA	NA	NA	NA	2023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Estêvão Rios Monteiro	NA	0	NA	NA	NA	2023-01-29	2023-01-29	NA	10.47879/ed.ep.2023687	2023-01-30	NA	2023	27836	NA	10.47879	Epitaya	1	Crossref	0	0	0	edited-book	NA	NA	2023	NA	NA	NA	NA	NA	9786587809687
Balance Control and Peripheral Muscle Function in Aging: A Comparison Between Individuals with Acromegaly and Healthy Subjects	NA	http://dx.doi.org/10.1123/japa.2016-0100	NA	Journal of Aging and Physical Activity	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Telassin Silva Homem, Fernando Silva Guimarães, Maurício Santos Soares, Leandro Kasuki, Mônica Roberto Gadelha, Agnaldo José Lopes	1063-8652,1543-267X	0	3.0	0.509	A3	2016-09-06	2022-08-02	2017-04	10.1123/japa.2016-0100	2024-05-27	2	2017-04	100	218-227	10.1123	Human Kinetics	1	Crossref	0	0	20	journal-article	25	NA	NA	NA	NA	NA	NA	NA	NA
Braking and propulsive impulses in individuals with patellofemoral pain syndrome when walking up and down stairs	NA	http://dx.doi.org/10.1590/s1980-65742014000400011	NA	Motriz: Revista de Educação Física	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Marcelo Camargo Saad, Renato Moraes, Lilian Ramiro Felicio, Débora Bevilaqua-Grossi	1980-6574	0	NA	0.199	B1	2014-12-18	2017-05-23	2014-12	10.1590/s1980-65742014000400011	2022-04-05	4	2014-12	530	442-447	10.1590	FapUNIFESP (SciELO)	1	Crossref	20	20	0	journal-article	20	Motriz: rev. educ. fis.	NA	NA	NA	NA	NA	NA	NA
Brazilian Portuguese Version of the Amputee Body Image Scale: Cultural Adaptation and a Psychometric Analysis	NA	http://dx.doi.org/10.1177/0031512518767755	NA	Perceptual and Motor Skills	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lucilene Ferreira, Alinne G. M. Meregui, Miriam R. M. Mainenti, Patrícia S. Vigário, Angela N. Neves	0031-5125,1558-688X	0	2.8	0.557	B1	2018-04-10	2018-04-10	NA	10.1177/0031512518767755	2022-04-14	NA	2018-04-09	179	003151251876775	10.1177	SAGE Publications	1	Crossref	46	46	2	journal-article	NA	Percept Mot Skills	2018-04-09	en	http://dx.doi.org/10.1177/sage-journals-update-policy	NA	NA	NA	NA
Cardiac Autonomic Control in Women with Rheumatoid Arthritis During the Glittre Activities of Daily Living Test	NA	http://dx.doi.org/10.5812/asjsm.101400	NA	Asian Journal of Sports Medicine	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Antonio Beira de Andrade Junior, Arthur de Sá Ferreira, Ana Carolina Brandão Assis, Leila Paula Alves da Silva Nascimento, Christiane Fialho Ribeiro, Jannis Vasileios Papathanasiou, Agnaldo José Lopes	2008-000X,2008-7209	0	1.0	0.194	B1	2020-04-19	2020-06-30	NA	10.5812/asjsm.101400	2022-04-01	2	2020-04-19	3819	NA	10.5812	Kowsar Medical Institute	1	Crossref	38	38	4	journal-article	11	Asian J Sports Med	2020-04-19	NA	http://dx.doi.org/10.5812/crossmark_update_policy	NA	NA	NA	NA
Chocolate-Colored Pseudochylothorax in a Woman with a History of Pleuropulmonary Tuberculosis	NA	http://dx.doi.org/10.12659/ajcr.939473	NA	American Journal of Case Reports	NA	NA	NA	2023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Laura Braga Monnerat, Elisa Barbosa Louzada, Vanessa Godinho Souza Braga, Mariana Soares da Cal, Agnaldo José Lopes, Thiago Thomaz Mafort	1941-5923	0	1.6	0.282	A4	2023-05-23	2023-05-23	NA	10.12659/ajcr.939473	2023-12-01	NA	2023-05-16	4947	NA	10.12659	International Scientific Information, Inc.	1	Crossref	0	0	1	journal-article	24	Am J Case Rep	2023-05-16	en	NA	NA	NA	NA	NA
Comparação entre o método Reequilí­brio Toracoabdominal e a fisioterapia respiratória convencional em recém-nascidos com taquipneia transitória: um ensaio clí­nico randomizado	NA	http://dx.doi.org/10.33233/fb.v18i5.1289	NA	Fisioterapia Brasil	NA	NA	NA	2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Miriana Carvalho De Oliveira, Cristina Ortiz Sobrinho, Marco Orsini	2526-9747,1518-9740	0	NA	NA	B2	2018-12-21	2024-04-02	NA	10.33233/fb.v18i5.1289	2024-04-03	5	2018-02-27	49417	598-607	10.62827	Atlântica Editora	1	Crossref	0	0	1	journal-article	18	Fisioter Bras	2018-02-27	NA	NA	NA	NA	NA	NA
Comparative Analysis Electroencephalographic of Alpha, Beta and Gamma Bands of a Healthy Individual and One with Hemiparesis	NA	http://dx.doi.org/10.1589/jpts.26.801	NA	Journal of Physical Therapy Science	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dionis de Castro Dutra Machado, Glenda Crispim Lima, Rodrigo Souza dos Santos, Amanda Júlia Bezerra Ramos, Cáio César Menezes de Sousa, Rayele Pricila Moreira dos Santos, Karyna Kelly Oliveira Coelho, Mauricio Cagy, Marco Orsini, Victor Hugo Bastos	0915-5287,2187-5626	0	NA	NA	C	2014-06-29	2022-04-09	2014	10.1589/jpts.26.801	2022-12-16	6	2014	533	801-804	10.1589	Society of Physical Therapy Science	1	Crossref	18	18	4	journal-article	26	J Phys Ther Sci	NA	en	NA	NA	NA	NA	NA
Comparison of ankle range of motion and functional performance between practitioners of resistance exercise with free-weight vs. Machine	NA	http://dx.doi.org/10.15406/mojsm.2020.04.00099	NA	MOJ Sports Medicine	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alex Souto Maior, Eduardo Lobo, Marcos Braz, José Carlos de Campos Jr, Gustavo Leporace	2574-9935	0	NA	NA	B4	2022-01-06	2022-01-06	NA	10.15406/mojsm.2020.04.00099	2022-11-22	3	2020-07-21	6139	81-85	10.15406	MedCrave Group, LLC	1	Crossref	0	0	2	journal-article	4	MOJSM	2020-07-21	NA	http://dx.doi.org/10.15406/crossmark-policy	NA	NA	NA	NA
Comparison of the effect of two virtual reality stimuli on pressure pain sensitivity and autonomic response	NA	http://dx.doi.org/10.5935/2595-0118.20200187	NA	Brazilian Journal Of Pain	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Thayná Caetano Alves Silva, Pamela Martin Bandeira, Amanda Dutra da Silva Ranzatto, Ney Armando Meziat-Filho, Leandro Alberto Calazans Nogueira, Orlando Fernandes Júnior, Felipe José Jandre dos Reis	2595-0118	0	NA	NA	B1	2020-08-17	2024-04-22	2020	10.5935/2595-0118.20200187	2024-04-23	3	2020	3948	NA	10.5935	GN1 Sistemas e Publicacoes Ltd.	1	Crossref	0	0	2	journal-article	3	NA	NA	en	NA	NA	NA	NA	NA
ConheceDOR: the development of a board game for modern pain education for patients with musculoskeletal pain	NA	http://dx.doi.org/10.5935/2595-0118.20190030	NA	Brazilian Journal Of Pain	NA	NA	NA	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Juliana Carvalho de Paiva Valentim, Ney Armando Meziat-Filho, Leandro Calazans Nogueira, Felipe J. Jandre Reis	2595-0118	0	NA	NA	B1	2019-05-10	2024-06-05	2019	10.5935/2595-0118.20190030	2024-06-06	2	2019	3948	NA	10.5935	GN1 Sistemas e Publicacoes Ltd.	1	Crossref	0	0	2	journal-article	2	NA	NA	en	NA	NA	NA	NA	NA
Contribuição da avaliação dos sinais clínicos em pacientes com síndrome da dor patelofemural	NA	http://dx.doi.org/10.1590/s1413-78522013000400003	NA	Acta Ortopédica Brasileira	NA	NA	NA	2013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rogério Ferreira Liporaci, Marcelo Camargo Saad, Lílian Ramiro Felício, Augusto do Prado Baffa, Débora Bevilaqua Grossi	1413-7852	0	1.0	0.247	B1	2013-08-28	2023-07-04	2013-08	10.1590/s1413-78522013000400003	2023-07-04	4	2013-08	530	198-201	10.1590	FapUNIFESP (SciELO)	1	Crossref	30	30	4	journal-article	21	Acta ortop. bras.	NA	NA	NA	NA	NA	NA	NA
